Number,Meaning,MRCA Root,BarabaTatar,CodexCumanicus,NorthAltai,OldTurkic,SouthAltai,Azeri,Bashkir,Chuvash,CrimeanTatar,Dolgan,Gagauz,KaraKalpak,KarachayBalkar,Karaim,Kazakh,Khakas,Khalaj,Kirghiz,Kumyk,MiddleChulym,Nogai,Salar,WestYugur,Shor,KazanTatar,Tofa,Turkish,Turkmen,Tuvan,Uyghur,Uzbek,Yakut,Khalkha,Buriat,Kalmyck,Oirat,Kamnigan,Dagur,Shira-Yughur,Baoan,Dongxian,Minhe,Huzhu,Kangjia,Moghol,Middle Mongolian (Secret History),Middle Mongolian (Muqaddimat al-adab),Hezhe,Oroch,Udihe,Nanai (Middle Amur),Kur-Urmi,Nanai (Bikin),Orok,Ulcha,Jurchen,Manchu,Xibe,Even,Solon,Evenki (Kamnigan),Stony Evenki (PT = Podkamennaya Tunguska),Southern Evenki (Chiringda),Northern Evenki (Tutonchany),Northern Evenki (Tura),Negidal,Oroqen,Korean,Hwanghae,Southern Hamgyong,Northern Hamgyong,Southern Pyongan,Northern Pyongan,Jeju,Southern Jeolla,Northern Jeolla,Southern Gyeongsang,Northern Gyeongsang,Southern Chungcheong,Northern Chungcheong,Gyeonggi,Gangwon,(Late) Middle Korean,Japanese,Old Japanese,Amami Yamatohama ,Amami Asama,Amami Yoron,Okinawa Yonamine,Okinawa Shuri,Miyako Irabu,Yaeyama Ishigaki,Yaeyama Hatoma,Yonaguni,Kagoshima,Koshiki islands,Kumamoto,Fukuoka,Hachijo,,,,,,,,Eastern Evenki ,,"Southern Evenki  (Vershina-Tutury, Baikal)",
125.0,play (v.),*gusi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gusi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,play (v.),*xolbo-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,holbona-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,play (v.),*togla-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,toglo-,toglo-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,play (v.),*naga-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,na:da-,na:da-,na:d-,,"na:sa-, na:da-",na:de-,naad,na:d,nadu,nadu,nadi,"nade, na:di",,,na:t-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,play (v.),*oy-,oyna-,oyna-,oyna-,oyna,oyno,oyna,uyna,vïl'a,oyna,o:yn(')o:,oyna,oyna,oyna,oyna,oyna,oyna,"o:na, u:na",oyna,oyna,ojna,oyna,oyna,"oyna, (uyna)",oyna,uyna,oyna,oyna,oyna,oyna,oyna,ɔyna,o:nńo:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*kamati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kamacï,"kamacï, miɴtaa",,khàmati,,,,,,,,,,,,,,,,
126.0,cheek (n.),*sʌpam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ppyam,,,,,,yangci,,,ppamati,,,,ppyamttayki,,spam,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*čira ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,qirai,qirai,,,,,čira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cïra,"cɨraɴtusɨɨ, biɴtaa",,huuziraa ~ ciraabuκuu,huuzira,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*de:re,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dəbbi,,dərəl,dəuʤə,dəudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*sasa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sasa,,,,,,,šakšaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*pul ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pulči(n),,funči,fulǯin,dərəj filčin,,,,,,,,,,pol,polttayki,polttayki,polttayki,polttayki,polttayki,,polttayki,polthayki,,polthayki,polttayki,polttayki,,ppolttaci,,hoho,popo,,,,,,,,,,"fu, fu̥tabura, hoː","fuː, fuːta",hobeta,"hoːtan, hoːbenta",hoppeta,,,,,,,,,,,
126.0,cheek (n.),*eldi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,elreken ~ elreken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*ančan ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,andase,,,,,anšiŋ,ancan,ančan,,ančan,ančan,ančan ~ ańčan ~ anča ~ ańča,ančan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*kačar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xacar,xasar,xačir,xačir,xacar,kačir,,nʥamba,qɯdʐa,,xadʑar,,,qacar,qacar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*kalka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xalx,xalxa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*cagda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʧaGdaʁai,,,,,,ʉrɐʉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*yạyŋak ,yaŋaḳ,,"ya:ḳ, t́aaḳ",,d'a(a)ḳ ~ χ,yanaġ,yaŋaḳ,,yanaḳ,hïŋa:k,yanak,žaḳ bor,ǰayaḳ,"yayak, yanaχ",žaḳ bor,naaχ,,,yayaḳ,ča:ɣəm  ,,yanaχ,"yaŋaḳ, yïŋaḳ",na:ḳ,yanaḳ,,yanak,yanaḳ,čaaḳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*bet,"bit, pit",,,,,,,,,,,,,,bet,,,bet,,,bet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*yumurtka,,,,,,,,[pit] śəʷmardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*iedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,iedes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*beŋiŕ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mäŋza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.),*yü:ŕ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yuz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,cheek (n.), *ḳup bor,,,,,,,,,,,,,,,,,gop bor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,pus (n.),*umi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,umi,umi,Ɂumi,Ɂumii,uɴcju,Ɂumii,"Ɂɴmi, Ɂɴcu",unku,uɴku,uɴku,untu,un,uːmi,umi,umi,umi,,,,,,,,,,,
127.0,pus (n.),*korom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kolum,kolum,kolum,kolum,kolum,kolum,kolum,kolum,kolum,kolum,kolum,kolum,kolum,kolum,kolum,kwolwom ,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,pus (n.),*nia:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,niaŋki,ńaː-ksa,nja-ŋe,ńa-ksa ~ nea-ksa,,ńäː-ksa ~ ńäː-hsa,naːksa,ńeː-ksa,,nijaki,jaŋk,ńaːs,,naː.ksa,ńaː-ksə ~ ńa-kša,,ńaːhśə,nûksè	,ńa-ksa ~ ńa-hsa,ńa-kša,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,pus (n.),*muni:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,munu-ŋə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,pus (n.),*naga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nuux,n'agahan,,,,,,naG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,pus (n.),*idege,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ide:n, ide:r",edeere,,idə:n,,,,,,yidi,ndii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,pus (n.),*pöge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xwə:s ,,hosuŋ,xosun,, ,husun,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,pus (n.),*iri,äräŋ,,,yiriŋ,iriŋ,irin,eren,,irin,,iyrin,iriŋ,irin,irin,ĭrĭŋ,ɘrɘŋ,,iriŋ,irin,,irin,yireŋ,,iriŋ,eren,iriŋ,irin,iriŋ,iriŋ,žiriŋ,yiriŋ,iriŋe,ö:rs bor,,ör bor,ö:re bor,,,jaara,,irun,,,,,,irim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,pus (n.),*pür ,,,,,,,,pür,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,fly (v.),*tǝnpa-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tob-,tob-,θuburi,tubjuɴ,tubjuɴ,tubiɴ,tubuɴ,tubïï,tubuɴ,tubuɴ,thúbun,toʔ,tobu,tobu,tobu,tobu,,,,,,,,,,,
128.0,fly (v.),*nʌl-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nal-,nal-,nal-,nal-,nal-,nal-,nal-,nal-,nal-,nal-,nal-,nal-,nal-,nal-,nal-,nol-,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,fly (v.),*deg-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dərdə-,dərdu- bor",,,,,,,,,,dəgdə-,dəili-,diəli-,dəgdə-,dəgdə-,dəgdə-či-,,dəgdə-,də-,dəjə-,dəji-,deg-,dəgəli-,dəgili-,dəg-,dəg-,dəg-,dèg-,dəg-,dəjli-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,fly (v.),*segde-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,səgdə-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,fly (v.),*punes-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hunəs,məʂ,musɯ,musi,,məsɯ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,fly (v.),*nis-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nis-,ni:de-,nis-,nis-,neid­,,,,,,nasi,,"nisa-, nisi-",nis-,nis-,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,fly (v.),*uč-,"Oč-, uc-",uč-,uč- ~ uš-,uč,uč,uč,os,vɘʷś,uč,,uč,uš,uč,"uč, uc",ŭš,učuχ,? uč,uč,uč,uč,uš,"uč, uš, üč","uš, uč, üč",učuḳ,oč,uˁš,uč,uč,uš,uč,uč,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,fly (v.),*köt-,,,,,,,,,,köt,,,,,,,,,,,,,,,,,,,,,,köt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,hole (n.),*ana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ana,ana,,,ana,Ɂanaa ,,ana ,,ana,ànanpu,ana,ana,ana,ana,ana,,,,,,,,,,,
129.0,hole (n.),*mipi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kwulk,,,mï(ï),mɨɨ,,mii,mii,mii,mii,,,,,,,,,,,,,,,,,,
129.0,hole (n.),*kul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kwumeng,kwunyeng,kwunyeng,kwunyeng,kwunyeng,kwunyeng,komang,kwunyek,kwunyek,kwunyeng,kwunyeng,kwunyeng,kwunyeng,kwumeng,kwuyeng,kwumek,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,hole (n.),*kum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,hole (n.),*saŋa-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,saŋa,saŋa,saŋa,saŋar,saŋa,saŋ(g)a,saŋa,saŋgal(e),,saŋga,saŋɢa,haŋar,šaŋal,saŋaːr,saŋaːr,haŋaːr,haŋaːr,saňar,saŋaː,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,hole (n.),*ulteke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ultəkə,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,hole (n.),*nüken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nüx(en),nü:xen,,nüken,"nüken, nökön",nugu,nøhgø,nɵkuŋ,nokiən,nukuo,nukua,"nuχgu, nuχguŋ",,,nüken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,hole (n.),*oŋporxa:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oŋrxa,oŋhorxa:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,hole (n.),"*teĺ, tel  ",tĕšik,,težik,,,"dešik, dälik",tišek,,tešik,,delik,tesik,tešik,tešik,tesĭk,tizɘk,,tešik,tešik,,tesik,,"telïḳ, tel'ïḳ",težik,tišek, delĭk,"delik,",dešik,dežik,töšük,tešik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,hole (n.),*ü:t,,,,üt,üyt,,,,,ü:t,,,,,,üt,,,,üdük,,,,üt,,üt,,,? üt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,hole (n.),*kaya ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,χayaɣas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,hole (n.),*sit ,,,,,,,,šədək,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,hole (n.),"*top, töp  ",,,,,,,,,,,,,,,,,teplük,,,toptuḳ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*sǝnta-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sodaʔ,sodatsu,sodatsu  ,sodatsu  ,,,,,,,,,,,,
130.0,grow (v.),*putǝ-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hudurun,,,futoru  ,"fu̥toru, fu̥tonaru ",,,,,,,,,,,,
130.0,grow (v.),*paya-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hae-,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*opu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,opwi-,,,,,,uiï,,,,,,,,bowku naru,,,,,,,,,,,
130.0,grow (v.),*moya-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meeruri,mɨɨjuɴ,muijuɴ,muiruɴ,miijuɴ,,mui(ru)ɴ,mu(ir)uɴ,,,,,,,,,,,,,,,,,
130.0,grow (v.),*cara-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cara-,,,,,,,,,,,,,,,cala-,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*kil-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,killu-,killu-,killu-,killu-,killu-,cillu-,khiwu-,cilkwu-,kilu-,kilu-,kilu-,cilkwu-,kilu-,cilkwu-,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*baldi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,baːgdi-,bagdi-,,baldị-,baldị-,balǰi-,balda- ~ balde- ~ baldo-,,,,balda-wač- ~ balda-wat-,,,baldyː-,,baldy-,baldu-,baldi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*mute-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutə-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*pul-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fulhurə-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*huasi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,huasi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*pegdi-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,həgdyhə-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*olgo-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ụggụ-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*siged- ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, ,,,,,ʃiged,ʂʥigə,,shuguotu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*ur(e)-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,urga-,urga-,urh-, urha-,urga,,,wɵr,,,,,urɣu-,urqu-,,,,,urə-,urə-,,urə-,urə-,,,,,,urug-,,,,,,,,,,,,,,,,,,,,,,,ure-,ure-,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*ös-,ö(y)s-,os-,ö(:)s-,,ös,,üθ,üs,ös,,,ös,ös,"ös, es",ös,ös,,ös,ös,ös,ös,,,ös,üs,öˁs,,ös,ös,ös,ọs,,ös-,,ös-,ös-,,euse,,osi,osɯ,wosi,wuusi,usɯ,,os-,ös-,,,ju-,,,,,,,,,,,,,,,,isəw-,juː-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*ö:n-,,,,,,,,,,ü:n,,,,,,,,,,,,,ün,,,ün,,,,ün,,ü:n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*ulugad-,,ulgay-,,,,,,,,ula:t,,,,,,,,,,,,,,,,,,,,,,ula:t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*bedü-,,,,,,böyü,,,,,bü:,,,,,,bidi,,,,,,,,,,büyü,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),*kök-,,,,,,,,,,,,,,,,,ki:ekär,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,grow (v.),"*čaŋna, čïŋna-",,,,,,,,,,,,,,,,,,,,,,"čaŋna, čïŋna",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,head (n.),*binta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,binta,,,,,,,,,,,,,,
131.0,head (n.),*atama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,atama,,,,,,,,,,,atama,,atama,,,,,,,,,,,,,
131.0,head (n.),*kasira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kasira,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,head (n.),*kama ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xamaci,,,,,kanamaï,,,,,,,,,,,,,,,,,,,
131.0,head (n.),*kara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,karaazɨ,hurazi,,,,,,,,,,,,,,,,,,,,,,
131.0,head (n.),*tinpu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ciɴbu,ciburu,,cïburï,suburu,,dzu,,,,tsuburi,,,,,,,,,,,
131.0,head (n.),*minpu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mìnburu,,,,,,,,,,,,,,,,
131.0,head (n.),*tay kali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,taykulppak,taykalppayki,taykali,taykali,taykal,taykali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,head (n.),*dili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dili,dili,dili,ʤele,djịlị,dịlị,ʤili,dele,,,,dil,,dili,dəl ~ dyl,dɨl,dylma,dul,del ~ dil,dele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
